0,6fd154c2e0cb-Hudep2_ATAC,9c6896724a71-Hudep2_D3_merged_CTCF.all,55047d5ca206-Hudep2_BCL11A,502aa7971c4b-Hudep2_D0_GATA1.all,8f98ac7fc54d-HUDEP2_LRF_CHIP,18349b65b5e8-Hudep2_D3_merged_GATA1.all,f8027f92e467-Hudep2_D3_merged_KLF1.all,f797f04f53e6-Hudep2_D3_merged_LDB1.all,730a8742155d-Hudep2_D3_merged_TAL1.all
chr6:135501740-135501741,1177.5,16.25,4.75,7.25,97.75,13.75,69.75,14.25,14.75
chr6:135501782-135501783,1153.75,20.5,6.25,8.75,91.25,16.0,73.25,16.5,15.5
chr6:135501788-135501789,1153.75,20.5,6.25,8.75,91.25,16.0,73.25,16.5,15.5
chr6:135501789-135501790,1153.75,20.5,6.25,8.75,91.25,16.0,73.25,16.5,15.5
chr6:135501802-135501803,937.75,21.2273,6.43182,9.477269999999999,84.7045,15.2727,71.4318,17.7727,16.9545
chr6:135502040-135502041,327.25,21.75,2.0,14.5,85.25,14.75,59.25,24.0,19.25
chr6:135502112-135502113,397.5,28.5,2.0,18.25,81.75,13.0,61.0,20.25,15.5
chr6:135502401-135502402,1386.43,23.4091,14.0227,17.9545,113.727,30.7273,64.5682,25.4091,20.2955
chr6:135504392-135504393,492.75,16.25,5.0,11.75,51.5,8.25,25.25,14.0,12.0
chr6:135504393-135504394,492.75,16.25,5.0,11.75,51.5,8.25,25.25,14.0,12.0
chr6:135504405-135504406,371.75,13.75,6.0,11.75,52.25,7.75,28.0,15.0,12.0
chr6:135504406-135504407,371.75,13.75,6.0,11.75,52.25,7.75,28.0,15.0,12.0
chr6:135504417-135504418,371.75,13.75,6.0,11.75,52.25,7.75,28.0,15.0,12.0
chr6:135504420-135504421,371.75,13.75,6.0,11.75,52.25,7.75,28.0,15.0,12.0
chr6:135505155-135505156,973.5,159.0,8.5,15.5,60.0,18.25,28.25,17.5,16.5
chr6:135505237-135505238,888.75,165.25,6.75,17.75,57.25,19.5,29.25,17.5,18.75
chr6:135509976-135509977,56.75,5.25,2.75,10.5,19.5,7.0,6.75,6.0,4.0
chr6:135509979-135509980,56.75,5.25,2.75,10.5,19.5,7.0,6.75,6.0,4.0
chr6:135510126-135510127,66.25,7.5,6.25,15.25,22.25,9.5,9.75,9.5,10.0
chr6:135512736-135512737,334.0,14.75,5.25,40.25,55.0,42.25,60.0,15.0,19.0
chr6:135512741-135512742,334.0,14.75,5.25,40.25,55.0,42.25,60.0,15.0,19.0
chr6:135512745-135512746,335.43199999999996,14.9545,5.45455,41.1591,55.3864,43.6591,60.5909,15.5909,19.3636
chr6:135512746-135512747,336.86400000000003,15.1591,5.65909,42.0682,55.7727,45.0682,61.1818,16.1818,19.7273
chr6:135512752-135512753,345.455,16.3864,6.886360000000001,47.5227,58.0909,53.5227,64.7273,19.7273,21.9091
chr6:135513047-135513048,1117.7,29.2045,23.4091,128.023,62.4318,177.045,105.182,64.3182,56.3864
chr6:135513484-135513485,633.5,22.75,12.75,77.0,54.5,205.25,81.75,57.25,65.25
chr6:135516389-135516390,80.0,8.5,7.25,15.0,19.75,11.75,14.5,12.5,4.75
chr6:135516390-135516391,80.0,8.5,7.25,15.0,19.75,11.75,14.5,12.5,4.75
chr6:135516393-135516394,80.0,8.5,7.25,15.0,19.75,11.75,14.5,12.5,4.75
chr6:135516427-135516428,110.0,10.5,6.75,17.5,20.75,15.75,14.5,11.0,5.25
chr6:135516430-135516431,110.0,10.5,6.75,17.5,20.75,15.75,14.5,11.0,5.25
chr6:135516495-135516496,122.11399999999999,12.0682,5.34091,21.2955,23.6364,24.5909,15.3182,11.75,7.02273
chr6:135516499-135516500,119.568,12.3409,4.70455,23.4773,25.1818,28.9545,16.5909,12.75,8.11364
chr6:135516500-135516501,118.932,12.4091,4.54545,24.0227,25.5682,30.0455,16.9091,13.0,8.38636
chr6:135516501-135516502,118.295,12.4773,4.38636,24.5682,25.9545,31.1364,17.2273,13.25,8.659089999999999
chr6:135516502-135516503,117.65899999999999,12.5455,4.22727,25.1136,26.3409,32.2273,17.5455,13.5,8.93182
chr6:135516503-135516504,117.023,12.6136,4.06818,25.6591,26.7273,33.3182,17.8636,13.75,9.20455
chr6:135516511-135516512,115.75,12.75,3.75,26.75,27.5,35.5,18.5,14.25,9.75
chr6:135516513-135516514,115.75,12.75,3.75,26.75,27.5,35.5,18.5,14.25,9.75
chr6:135516514-135516515,115.75,12.75,3.75,26.75,27.5,35.5,18.5,14.25,9.75
chr6:135516543-135516544,115.75,12.75,3.75,26.75,27.5,35.5,18.5,14.25,9.75
chr6:135516549-135516550,107.0,12.6364,3.63636,30.2727,28.6364,41.75,21.2273,15.7273,13.0455
chr6:135516552-135516553,101.75,12.5682,3.5681800000000004,32.3864,29.3182,45.5,22.8636,16.6136,15.0227
chr6:135516553-135516554,100.0,12.5455,3.54545,33.0909,29.5455,46.75,23.4091,16.9091,15.6818
chr6:135516729-135516730,378.5,11.0,10.0,70.0,30.75,108.25,47.25,21.5,37.75
chr6:135516735-135516736,378.5,11.0,10.0,70.0,30.75,108.25,47.25,21.5,37.75
chr6:135516737-135516738,378.5,11.0,10.0,70.0,30.75,108.25,47.25,21.5,37.75
chr6:135516738-135516739,378.5,11.0,10.0,70.0,30.75,108.25,47.25,21.5,37.75
chr6:135552028-135552029,55.25,4.75,10.0,9.25,19.0,7.25,5.75,12.75,7.5
chr6:135552080-135552081,92.75,4.25,9.0,10.5,15.25,9.0,7.0,12.5,6.25
chr6:135552089-135552090,92.75,4.25,9.0,10.5,15.25,9.0,7.0,12.5,6.25
chr6:135552092-135552093,92.75,4.25,9.0,10.5,15.25,9.0,7.0,12.5,6.25
chr6:135552377-135552378,96.5,10.25,5.5,8.0,18.25,3.5,13.75,10.5,9.25
chr6:135552378-135552379,96.5,10.25,5.5,8.0,18.25,3.5,13.75,10.5,9.25
chr6:135552443-135552444,126.25,12.25,4.75,8.25,20.5,3.75,11.0,9.5,8.75
chr6:135552444-135552445,126.25,12.25,4.75,8.25,20.5,3.75,11.0,9.5,8.75
chr6:135552451-135552452,133.091,14.0,4.43182,8.409089999999999,22.8864,4.22727,8.93182,8.54545,8.590910000000001
chr6:135552452-135552453,134.06799999999998,14.25,4.38636,8.43182,23.2273,4.29545,8.63636,8.409089999999999,8.56818
chr6:135575838-135575839,422.0,5.5,13.25,11.0,22.0,13.0,18.5,8.75,4.0
chr6:135575877-135575878,527.5,6.5,11.5,12.0,22.25,11.25,18.5,12.0,5.0
chr6:135575897-135575898,535.545,6.840910000000001,11.0227,12.2045,22.5227,11.1818,18.2955,12.75,5.0
chr6:135583739-135583740,312.75,7.5,3.75,27.0,26.75,14.25,17.25,9.5,5.25
chr6:135583778-135583779,293.25,7.0,4.0,24.75,25.5,12.5,16.25,9.5,5.25
chr6:135583780-135583781,293.25,7.0,4.0,24.75,25.5,12.5,16.25,9.5,5.25
chr6:135602538-135602539,3.75,5.0,9.75,8.0,18.25,3.5,9.75,10.5,5.0
chr6:135602539-135602540,3.75,5.0,9.75,8.0,18.25,3.5,9.75,10.5,5.0
chr6:135602542-135602543,3.75,5.0,9.75,8.0,18.25,3.5,9.75,10.5,5.0
chr6:135602544-135602545,3.75,5.0,9.75,8.0,18.25,3.5,9.75,10.5,5.0
chr6:135602545-135602546,3.70455,5.02273,9.70455,8.227269999999999,18.2727,3.5681800000000004,9.75,10.5455,4.93182
chr6:135602547-135602548,3.61364,5.06818,9.61364,8.68182,18.3182,3.70455,9.75,10.6364,4.79545
chr6:135602556-135602557,3.25,5.25,9.25,10.5,18.5,4.25,9.75,11.0,4.25
chr6:135608465-135608466,25.25,4.75,2.5,12.75,16.25,7.0,4.25,11.75,2.0
chr6:135640080-135640081,235.0,9.5,13.5,122.75,37.0,47.0,45.0,30.5,31.5
chr6:135640083-135640084,235.0,9.5,13.5,122.75,37.0,47.0,45.0,30.5,31.5
chr6:135640090-135640091,235.0,9.5,13.5,122.75,37.0,47.0,45.0,30.5,31.5
chr6:135640092-135640093,235.0,9.5,13.5,122.75,37.0,47.0,45.0,30.5,31.5
chr6:135640096-135640097,234.136,9.36364,13.4545,121.795,36.2273,46.9545,44.6364,30.1364,31.6818
chr6:135640116-135640117,230.25,8.75,13.25,117.5,32.75,46.75,43.0,28.5,32.5
chr6:135640117-135640118,230.25,8.75,13.25,117.5,32.75,46.75,43.0,28.5,32.5
chr6:135642596-135642597,1173.84,20.7273,21.1591,136.56799999999998,64.8864,170.886,80.1591,54.4773,91.5682
chr6:135642703-135642704,1009.02,18.3182,18.9091,181.15900000000002,68.7273,204.43200000000002,85.1591,68.4773,91.8182
chr6:135642706-135642707,942.75,18.0,18.0,181.75,68.0,202.25,84.25,67.75,90.5
chr6:135642713-135642714,942.75,18.0,18.0,181.75,68.0,202.25,84.25,67.75,90.5
chr6:135643975-135643976,264.0,15.75,6.25,43.25,48.5,14.75,39.25,19.75,12.5
chr6:135644372-135644373,1508.75,22.75,26.5,355.25,128.25,268.0,164.25,75.25,122.75
chr6:135644382-135644383,1508.75,22.75,26.5,355.25,128.25,268.0,164.25,75.25,122.75
chr6:135644383-135644384,1508.75,22.75,26.5,355.25,128.25,268.0,164.25,75.25,122.75
chr6:135644489-135644490,2519.0,28.75,37.25,471.75,182.75,355.5,213.25,113.75,139.5
chr6:135644490-135644491,2519.0,28.75,37.25,471.75,182.75,355.5,213.25,113.75,139.5
chr6:135644491-135644492,2519.0,28.75,37.25,471.75,182.75,355.5,213.25,113.75,139.5
chr6:135644526-135644527,2698.5,28.75,40.25,481.5,194.0,350.5,218.0,125.5,135.25
chr6:135644553-135644554,2555.73,28.9545,40.8636,460.63599999999997,192.15900000000002,333.11400000000003,212.886,128.977,139.955
chr6:135644558-135644559,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644559-135644560,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644560-135644561,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644568-135644569,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644569-135644570,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644570-135644571,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644574-135644575,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644575-135644576,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644577-135644578,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135644581-135644582,2524.0,29.0,41.0,456.0,191.75,329.25,211.75,129.75,141.0
chr6:135646936-135646937,791.25,6.25,7.0,51.75,37.75,55.0,56.5,25.75,30.0
chr6:135646937-135646938,791.25,6.25,7.0,51.75,37.75,55.0,56.5,25.75,30.0
chr6:135646941-135646942,791.25,6.25,7.0,51.75,37.75,55.0,56.5,25.75,30.0
chr6:135647026-135647027,712.25,8.75,5.0,51.0,35.0,48.25,56.5,26.5,23.75
chr6:135647028-135647029,712.25,8.75,5.0,51.0,35.0,48.25,56.5,26.5,23.75
chr6:135647030-135647031,712.25,8.75,5.0,51.0,35.0,48.25,56.5,26.5,23.75
chr6:135647034-135647035,712.25,8.75,5.0,51.0,35.0,48.25,56.5,26.5,23.75
chr6:135647036-135647037,712.25,8.75,5.0,51.0,35.0,48.25,56.5,26.5,23.75
chr6:135647052-135647053,557.705,9.29545,4.27273,45.0,33.0,41.1591,50.8636,23.4091,21.0227
chr6:135647054-135647055,519.068,9.43182,4.09091,43.5,32.5,39.3864,49.4545,22.6364,20.3409
chr6:135647063-135647064,499.75,9.5,4.0,42.75,32.25,38.5,48.75,22.25,20.0
chr6:135669158-135669159,75.0,7.5,3.0,25.25,18.75,7.25,11.75,11.0,5.75
chr6:135669166-135669167,75.0,7.5,3.0,25.25,18.75,7.25,11.75,11.0,5.75
chr6:135669175-135669176,75.0,7.5,3.0,25.25,18.75,7.25,11.75,11.0,5.75
chr6:135669176-135669177,75.0,7.5,3.0,25.25,18.75,7.25,11.75,11.0,5.75
chr6:135669209-135669210,87.0,7.0,2.5,26.75,19.5,7.25,12.5,10.75,6.0
chr6:135740457-135740458,129.5,7.5,4.25,14.0,13.75,14.5,15.75,19.0,10.5
chr6:135740459-135740460,129.5,7.5,4.25,14.0,13.75,14.5,15.75,19.0,10.5
chr6:135744944-135744945,184.0,123.75,3.75,14.0,19.5,6.5,26.0,14.0,7.5
chr6:135745031-135745032,292.5,135.75,3.25,14.0,24.5,7.0,24.75,14.0,6.5
chr6:135760234-135760235,159.25,121.75,2.75,15.25,24.5,13.0,30.0,22.0,8.5
chr6:135760235-135760236,159.25,121.75,2.75,15.25,24.5,13.0,30.0,22.0,8.5
chr6:135760239-135760240,159.25,121.75,2.75,15.25,24.5,13.0,30.0,22.0,8.5
chr6:135760241-135760242,159.25,121.75,2.75,15.25,24.5,13.0,30.0,22.0,8.5
chr6:135760244-135760245,159.25,121.75,2.75,15.25,24.5,13.0,30.0,22.0,8.5
chr6:135773013-135773014,20.75,105.0,1.75,5.0,24.25,6.0,15.75,18.25,5.5
chr6:135773014-135773015,20.75,105.0,1.75,5.0,24.25,6.0,15.75,18.25,5.5
