0,55918e182827-Hudep2_ATAC,df556ca45528-Hudep2_D3_merged_CTCF.all,8ac5c2b6b652-Hudep2_BCL11A,d4479abb8c62-Hudep2_D0_GATA1.all,e75fff55b23d-HUDEP2_LRF_CHIP,6de19797ef29-Hudep2_D3_merged_GATA1.all,1a798ec730b0-Hudep2_D3_merged_KLF1.all,4c1a9aa91555-Hudep2_D3_merged_LDB1.all,f3f86258967b-Hudep2_D3_merged_TAL1.all
chr2:60784361-60784362,183.183,9.45963,5.10248,9.06366,53.1227,16.1227,19.7842,4.89752,5.209630000000001
chr2:60784364-60784365,187.562,9.47826,5.19099,9.156830000000001,53.3696,16.1972,19.882,4.90683,5.22826
chr2:60784411-60784412,241.80599999999998,9.59472,5.94876,11.1413,56.5776,16.4953,21.5792,5.42702,5.13199
chr2:60784460-60784461,259.224,9.8323,5.88354,13.4084,57.1957,15.6258,22.1165,6.40062,4.72981
chr2:60784637-60784638,96.9224,10.4938,3.6382,12.8602,33.2966,12.4332,13.8634,7.144410000000001,5.588509999999999
chr2:60784639-60784640,95.7236,10.472000000000001,3.61335,12.7702,33.0916,12.4239,13.8292,7.116460000000001,5.60404
chr2:60784641-60784642,94.5248,10.4503,3.58851,12.6801,32.8866,12.4146,13.795,7.08851,5.6195699999999995
chr2:60784646-60784647,91.52799999999999,10.395999999999999,3.5264,12.455,32.3742,12.3913,13.7096,7.01863,5.65839
chr2:60784647-60784648,90.9286,10.3851,3.51398,12.4099,32.2717,12.3866,13.6925,7.00466,5.66615
chr2:60784694-60784695,66.4068,9.740680000000001,2.91304,10.3944,27.9752,11.8571,13.073,6.39596,5.9441
chr2:60784709-60784710,62.1677,9.507760000000001,2.7267099999999997,9.88199,27.1599,11.6009,13.0497,6.25621,5.96739
chr2:60784722-60784723,58.3261,9.28727,2.58851,9.43789,26.4208,11.309000000000001,13.0248,6.1304300000000005,5.98292
chr2:60784723-60784724,57.9876,9.26553,2.58385,9.40373,26.3556,11.2686,13.0217,6.1195699999999995,5.98292
chr2:60788099-60788100,153.817,54.2748,0.782609,9.28727,16.8851,6.52329,13.8075,5.44565,4.34783
chr2:60792761-60792762,98.6537,54.4705,1.02329,1.65373,9.53571,5.59006,7.375780000000001,2.78416,3.8928599999999998
chr2:60792771-60792772,104.07600000000001,56.4984,1.07609,1.62578,9.576089999999999,5.78571,7.1646,2.79969,4.01087
chr2:60792845-60792846,108.494,58.1071,1.6677,1.8400599999999998,9.87422,6.122669999999999,5.60093,3.87888,4.36491
chr2:60809100-60809101,404.63199999999995,157.859,2.2267099999999997,5.7531099999999995,30.0839,6.6972,23.2981,9.98447,10.632
chr2:60809103-60809104,404.161,158.888,2.1894400000000003,5.77174,30.1444,6.76708,23.3494,9.9146,10.6972
chr2:60809104-60809105,404.005,159.231,2.17702,5.77795,30.1646,6.790369999999999,23.3665,9.8913,10.7189
chr2:60816413-60816414,38.545,5.22826,1.0714299999999999,8.77484,10.8634,9.422360000000001,9.822980000000001,3.95497,1.25
chr2:60816421-60816422,40.486,5.13199,1.0155299999999998,8.79348,10.9907,9.79193,9.91615,3.99845,1.24379
chr2:60816475-60816476,45.722,4.42391,0.512422,8.5559,10.5668,11.3106,10.1025,3.7795,1.07609
chr2:60816482-60816483,45.3137,4.3354,0.453416,8.493789999999999,10.3773,11.368,10.0745,3.6972,1.05435
chr2:60816483-60816484,45.1832,4.32609,0.447205,8.48602,10.3447,11.3618,10.0683,3.6832300000000004,1.05124
chr2:60816484-60816485,45.0528,4.31677,0.44099399999999994,8.47826,10.3121,11.3556,10.0621,3.66925,1.04814
chr2:60816486-60816487,44.7919,4.29814,0.428571,8.46273,10.2469,11.3432,10.0497,3.6413,1.04193
chr2:60816487-60816488,44.6615,4.288819999999999,0.42236,8.45497,10.2143,11.337,10.0435,3.62733,1.03882
chr2:60816492-60816493,44.0093,4.24224,0.391304,8.41615,10.0512,11.3059,10.0124,3.55745,1.02329
chr2:60816493-60816494,43.8789,4.23292,0.38509299999999996,8.408389999999999,10.0186,11.2997,10.0062,3.54348,1.02019
chr2:60816494-60816495,43.7484,4.2236,0.378882,8.40062,9.98602,11.2935,10.0,3.5295,1.01708
chr2:60816495-60816496,43.618,4.21429,0.37267100000000003,8.39286,9.95342,11.2873,9.993789999999999,3.5155300000000005,1.0139799999999999
chr2:60823766-60823767,268.166,5.73292,5.33075,16.6988,17.4006,42.3106,18.8944,16.9519,25.7174
chr2:60869631-60869632,45.8385,53.4053,0.0,5.15528,11.5248,1.09317,4.34627,6.3882,2.55901
chr2:60901816-60901817,300.373,52.7764,1.12267,5.8059,15.913,2.22516,6.91615,5.11491,5.40839
chr2:60901817-60901818,302.815,53.0031,1.13665,5.80745,15.9488,2.2189400000000004,6.92702,5.09627,5.43944
chr2:60901828-60901829,328.244,55.427,1.41615,5.76863,16.2578,2.13665,7.15839,4.877330000000001,5.90683
chr2:60901835-60901836,339.719,56.5171,1.59627,5.7205,16.3571,2.09006,7.32919,4.76708,6.21429
chr2:60901898-60901899,387.478,60.9006,3.28571,5.03416,16.3494,1.77174,8.87267,4.25155,8.84783
chr2:60901899-60901900,387.19599999999997,60.8665,3.31366,5.02019,16.3323,1.76863,8.89441,4.2531099999999995,8.88354
chr2:61068087-61068088,10.1941,3.71584,2.4441,3.17857,3.0559,1.64441,1.34006,4.06677,0.63354
chr2:61068192-61068193,8.88354,2.9083900000000003,2.40373,4.3059,3.4068300000000002,1.05901,3.3323,4.6677,0.464286
chr2:61076442-61076443,12.2469,2.20342,0.0,2.15528,4.84938,2.7810599999999996,6.01242,2.42391,1.5357100000000001
chr2:61076452-61076453,13.132,2.26553,0.0,2.15528,4.8028,2.84317,6.05901,2.65683,1.55124
chr2:61076570-61076571,15.4627,2.5,0.47205,2.10248,5.461180000000001,2.28882,6.46739,6.73913,1.81056
chr2:61076571-61076572,15.4006,2.5,0.478261,2.11025,5.4736,2.2764,6.46894,6.76863,1.81056
chr2:61076581-61076582,14.7717,2.49845,0.540373,2.1894400000000003,5.59783,2.15062,6.48137,7.048139999999999,1.8090099999999998
chr2:61076590-61076591,14.1429,2.48447,0.5962729999999999,2.2732900000000003,5.709630000000001,2.02484,6.46739,7.17391,1.79503
chr2:61076595-61076596,13.7935,2.4767099999999997,0.627329,2.31988,5.77174,1.95497,6.459630000000001,7.24379,1.7872700000000001
chr2:61076597-61076598,13.6537,2.4736,0.6397520000000001,2.33851,5.7965800000000005,1.9270200000000002,6.456519999999999,7.271739999999999,1.7841599999999997
chr2:61112121-61112122,18.1289,9.59783,4.73447,10.5093,12.7127,7.5295,7.107139999999999,7.82143,3.70497
chr2:61112127-61112128,19.6755,9.68168,4.790369999999999,10.6863,12.8059,7.56677,7.24689,7.728260000000001,3.6490699999999996
chr2:61112128-61112129,19.9332,9.69565,4.79969,10.7158,12.8214,7.57298,7.2701899999999995,7.7127300000000005,3.63975
chr2:61112129-61112130,20.191,9.70963,4.80901,10.7453,12.837,7.57919,7.293480000000001,7.6972,3.6304300000000005
chr2:61112252-61112253,41.7655,9.326089999999999,5.8354,11.4425,14.087,8.85093,10.8742,6.954969999999999,3.1894400000000003
chr6:135373035-135373036,87.6211,8.10093,2.09938,17.9581,19.472,13.3432,13.3292,8.13665,7.99224
chr6:135373044-135373045,90.9752,8.254660000000001,2.2810599999999996,18.1957,19.2624,13.6227,13.427,8.15062,7.978260000000001
chr6:135373045-135373046,91.3478,8.27174,2.30124,18.222,19.2391,13.6537,13.4379,8.15217,7.976710000000001
chr6:135373046-135373047,91.7205,8.28882,2.32143,18.2484,19.2158,13.6848,13.4488,8.15373,7.975160000000001
chr6:135373047-135373048,92.0932,8.3059,2.3416099999999997,18.2748,19.1925,13.7158,13.4596,8.15528,7.9736
chr6:135373054-135373055,94.7019,8.425469999999999,2.48292,18.4596,19.0295,13.9332,13.5357,8.16615,7.9627300000000005
chr6:135375445-135375446,231.505,24.0217,3.5916099999999997,18.7174,61.0171,21.4907,48.2609,23.221999999999998,11.7935
chr6:135375472-135375473,273.82599999999996,24.7531,4.04814,20.3432,66.146,23.4332,53.9394,25.3137,12.632
chr6:135375473-135375474,275.449,24.7733,4.06366,20.413,66.3773,23.559,54.205,25.4022,12.6755
chr6:135375474-135375475,277.07099999999997,24.7935,4.0791900000000005,20.4829,66.6087,23.6848,54.4705,25.4907,12.7189
chr6:135375476-135375477,280.317,24.8339,4.11025,20.6227,67.0714,23.9363,55.0016,25.6677,12.8059
chr6:135375498-135375499,306.121,24.8587,4.25621,21.7686,71.295,26.3121,59.8649,27.2795,13.6786
chr6:135375506-135375507,314.705,24.8339,4.293480000000001,22.1537,72.7609,27.1444,61.5543,27.8385,13.9891
chr6:135375507-135375508,315.778,24.8307,4.29814,22.2019,72.9441,27.2484,61.7655,27.9084,14.027999999999999
chr6:135375527-135375528,336.33099999999996,24.6817,4.36646,23.2764,76.7453,29.9876,66.2997,29.2562,14.9534
chr6:135375536-135375537,341.222,24.5,4.34317,23.7143,78.1102,31.5901,68.0652,29.6335,15.4332
chr6:135376009-135376010,1859.04,33.5217,52.9596,45.4814,83.236,125.70299999999999,321.711,31.8245,35.6304
chr6:135376055-135376056,1829.5,31.8913,52.486000000000004,41.9953,78.514,110.93299999999999,326.927,30.705,37.6957
chr6:135376477-135376478,634.7330000000001,20.9845,9.49845,13.7236,51.5311,26.6972,77.2112,14.337,22.3214
chr6:135376527-135376528,703.332,21.8432,10.1134,13.9068,49.6289,27.6599,64.295,11.3323,22.1568
chr6:135376544-135376545,701.502,21.6211,9.98292,14.104000000000001,48.778,28.7407,60.5186,10.795,21.8012
chr6:135395074-135395075,292.23900000000003,16.1708,3.6071400000000002,55.9705,37.4581,92.3245,48.5963,28.4519,27.2267
chr6:135395075-135395076,294.91900000000004,16.1568,3.63354,56.413000000000004,37.5606,93.0497,48.8665,28.646,27.4891
chr6:135395076-135395077,297.599,16.1429,3.65994,56.8556,37.663000000000004,93.7748,49.1366,28.8401,27.7516
chr6:135395716-135395717,82.2686,17.0,2.36646,36.8168,27.6196,44.5233,41.9472,21.354,17.9457
chr6:135395717-135395718,82.1677,16.9767,2.3618,36.6491,27.5963,44.1848,41.75,21.2003,17.8106
chr6:135395726-135395727,80.5202,16.7127,2.35248,34.9984,27.3758,40.8121,39.7904,19.8059,16.5947
chr6:135396287-135396288,113.61,47.3447,3.8059,19.5373,33.7531,19.382,33.9379,18.3866,9.760869999999999
chr6:135396298-135396299,120.699,48.0792,3.63509,19.0761,34.1801,18.9891,33.3059,18.0963,9.6413
chr6:135396360-135396361,145.708,48.0761,2.95186,16.1025,34.4457,16.2267,30.5404,15.3773,8.742239999999999
chr6:135396364-135396365,146.553,47.8773,2.92702,15.9099,34.3587,16.0404,30.4099,15.1661,8.68012
chr6:135408716-135408717,53.4674,15.235999999999999,4.93323,9.28571,23.5559,3.6878900000000003,6.616460000000001,9.760869999999999,3.54348
chr6:135408724-135408725,53.559,15.3307,4.81056,9.45497,23.5264,3.78571,6.877330000000001,9.661489999999999,3.5264
chr6:135409145-135409146,52.6661,8.61646,2.66925,6.14441,14.1102,4.36025,13.4161,12.8168,6.01398
chr6:135409152-135409153,53.5466,8.56211,2.64752,6.18789,14.0124,4.40373,13.514000000000001,12.8276,5.99224
chr6:135409180-135409181,56.7609,8.3618,2.57764,6.39596,13.6724,4.59472,13.8028,12.7345,5.8369599999999995
chr6:135410147-135410148,166.83700000000002,19.6739,4.6646,7.92702,20.7189,12.2407,21.809,14.0776,9.920810000000001
chr6:135410173-135410174,164.207,21.5124,4.745340000000001,7.48602,21.9146,12.1568,21.7065,14.1211,10.5326
chr6:135410178-135410179,161.986,21.9317,4.76087,7.3618,22.2562,12.1801,21.7065,14.1755,10.6568
chr6:135410620-135410621,383.714,135.009,14.368,35.6134,38.4084,94.9068,42.1242,53.8059,37.5016
chr6:135410621-135410622,385.129,134.89600000000002,14.395999999999999,35.5947,38.3929,95.0217,42.1677,53.854,37.5342
chr6:135410623-135410624,387.958,134.66899999999998,14.4519,35.5575,38.3618,95.2516,42.2547,53.9503,37.5994
chr6:135410639-135410640,402.69599999999997,131.68200000000002,14.6755,34.9798,37.9736,96.1258,42.8106,54.2873,37.9534
chr6:135410650-135410651,408.606,129.0,14.7096,34.4332,37.632,96.2112,43.118,54.2873,38.1071
chr6:135410653-135410654,410.217,128.269,14.7189,34.2842,37.5388,96.2345,43.2019,54.2873,38.1491
chr6:135410654-135410655,410.755,128.025,14.722000000000001,34.2345,37.5078,96.2422,43.2298,54.2873,38.163000000000004
chr6:135410655-135410656,411.292,127.781,14.7252,34.1848,37.4767,96.25,43.2578,54.2873,38.177
chr6:135410657-135410658,412.366,127.29299999999999,14.7314,34.0854,37.4146,96.2655,43.3137,54.2873,38.205
chr6:135410684-135410685,410.32300000000004,118.334,14.2453,32.1957,36.3012,94.9379,43.7966,53.177,38.1646
chr6:135410691-135410692,402.28,115.486,13.8975,31.5761,35.9317,93.9161,43.7857,52.4596,37.9798
chr6:135410694-135410695,398.832,114.266,13.7484,31.3106,35.7733,93.4783,43.7811,52.1522,37.9006
chr6:135412138-135412139,69.2686,11.6382,2.2903700000000002,9.34472,26.3214,9.009319999999999,11.1972,8.37888,6.83385
chr6:135412141-135412142,71.0295,11.7034,2.2764,9.2795,26.4984,9.0,11.1739,8.37888,6.85248
chr6:135412142-135412143,71.6165,11.7252,2.2717400000000003,9.257760000000001,26.5575,8.996889999999999,11.1661,8.37888,6.8587
chr6:135412147-135412148,74.5512,11.8339,2.24845,9.14907,26.8525,8.98137,11.1273,8.37888,6.88975
chr6:135412148-135412149,75.1382,11.8556,2.24379,9.12733,26.9115,8.97826,11.1196,8.37888,6.8959600000000005
chr6:135412151-135412152,76.8991,11.9208,2.22981,9.06211,27.0885,8.96894,11.0963,8.37888,6.9146
chr6:135412174-135412175,90.5078,12.3975,2.1459599999999996,8.56988,28.3991,8.85093,10.9022,8.409939999999999,7.01087
chr6:135414889-135414890,375.19300000000004,10.0885,58.5839,45.8494,40.8866,84.2593,81.146,27.4922,27.1646
chr6:135418387-135418388,462.626,14.7298,19.0435,124.41,45.0295,150.16299999999998,211.144,83.5947,94.3602
chr6:135418394-135418395,473.865,14.8494,19.4783,126.682,44.9099,153.72799999999998,217.24200000000002,85.2904,96.295
chr6:135418405-135418406,491.526,15.0373,20.1615,130.252,44.722,159.33100000000002,226.825,87.955,99.3354
chr6:135418415-135418416,507.582,15.2081,20.7826,133.497,44.5512,164.424,235.53599999999997,90.3773,102.09899999999999
chr6:135418416-135418417,509.18800000000005,15.2252,20.8447,133.821,44.5342,164.933,236.407,90.6196,102.376
chr6:135418460-135418461,543.975,16.545,23.0916,142.731,42.7733,183.688,276.905,99.7997,110.87700000000001
chr6:135418464-135418465,545.851,16.6755,23.2593,143.309,42.5932,185.11,280.253,100.508,111.443
chr6:135418465-135418466,546.32,16.7081,23.3012,143.453,42.5481,185.46599999999998,281.09,100.685,111.584
chr6:135419592-135419593,442.55,13.4146,5.7965800000000005,19.4814,31.1227,62.6817,52.0745,33.8525,37.5575
chr6:135419599-135419600,447.767,13.4907,5.89441,19.4705,30.9161,62.8773,52.5419,33.8307,37.7422
chr6:135422278-135422279,35.7981,6.50621,2.76242,4.708069999999999,14.1693,2.2065200000000003,7.5465800000000005,5.504659999999999,3.4146
chr6:135422279-135422280,35.8618,6.461180000000001,2.76863,4.7034199999999995,14.1661,2.2065200000000003,7.52795,5.53571,3.42236
chr6:135424144-135424145,24.4177,4.48292,2.3882,4.004659999999999,12.7019,5.90528,7.42702,10.1879,6.560560000000001
chr6:135424146-135424147,24.9332,4.48292,2.3944099999999997,4.01398,12.6801,5.9177,7.448760000000001,10.1382,6.57298
chr6:135424292-135424293,41.9814,3.11646,1.24689,4.84627,14.6258,6.714289999999999,10.3137,8.756210000000001,7.16615
chr6:135424301-135424302,40.514,2.9767099999999997,1.1211200000000001,4.958069999999999,14.8634,6.700310000000001,10.4394,8.72826,7.1941
chr6:135424302-135424303,40.3509,2.96118,1.10714,4.9705,14.8898,6.698760000000001,10.4534,8.72516,7.1972
chr6:135424303-135424304,40.1879,2.94565,1.09317,4.98292,14.9161,6.6972,10.4674,8.72205,7.200310000000001
chr6:135426579-135426580,13.0761,7.38975,1.81522,6.875780000000001,15.75,4.0,6.42236,5.48447,4.23602
chr6:135426620-135426621,16.9503,8.53261,2.13509,7.32298,16.9627,5.53571,5.26708,5.81056,4.23137
chr6:135426639-135426640,18.396,8.83385,2.38665,7.34006,17.4115,6.24845,4.73137,6.13509,4.17391
chr6:135426648-135426649,18.941,8.9177,2.49845,7.32609,17.5652,6.541930000000001,4.52174,6.288819999999999,4.13199
chr6:135426651-135426652,19.1227,8.94565,2.53571,7.32143,17.6165,6.63975,4.45186,6.34006,4.11801
chr6:135426682-135426683,20.3882,9.04814,2.9177,7.18012,18.1071,7.541930000000001,3.75466,6.9441,3.8959599999999996
chr6:135429989-135429990,11.455,5.6304300000000005,0.9937889999999999,17.5885,16.9379,6.35093,12.6817,8.590060000000001,3.7375800000000003
chr6:135430027-135430028,14.104000000000001,5.49068,1.78882,19.0637,18.177,6.975160000000001,12.9891,8.78882,3.4767099999999997
chr6:135430034-135430035,14.3385,5.52174,1.98292,19.2609,18.3618,7.041930000000001,13.0295,8.78727,3.4177
chr6:135430036-135430037,14.3696,5.5372699999999995,2.03571,19.3012,18.4053,7.05435,13.0357,8.78416,3.40217
chr6:135430039-135430040,14.4161,5.56056,2.11491,19.3618,18.4705,7.07298,13.045,8.7795,3.37888
chr6:135430040-135430041,14.4317,5.56832,2.1413,19.382,18.4922,7.07919,13.0481,8.77795,3.37112
chr6:135430041-135430042,14.4472,5.57609,2.1677,19.4022,18.514,7.0854,13.0512,8.7764,3.36335
chr6:135430042-135430043,14.4627,5.58385,2.1941,19.4224,18.5357,7.09161,13.0543,8.77484,3.3555900000000003
chr6:135430045-135430046,14.5093,5.60714,2.2732900000000003,19.4829,18.6009,7.11025,13.0637,8.77019,3.3323
chr6:135431506-135431507,1350.29,22.1009,113.505,253.217,67.7811,318.565,116.464,133.91899999999998,187.05599999999998
chr6:135431508-135431509,1349.25,22.1134,113.21,253.783,67.8618,319.497,116.911,134.429,187.78599999999997
chr6:135431563-135431564,1177.64,22.2158,90.2189,253.356,67.7252,326.278,123.146,138.033,195.523
chr6:135431564-135431565,1173.54,22.2158,89.6988,253.217,67.705,326.238,123.20700000000001,138.014,195.553
chr6:135431566-135431567,1165.34,22.2158,88.6584,252.94099999999997,67.6646,326.157,123.32799999999999,137.977,195.612
chr6:135431574-135431575,1120.69,22.1304,83.5264,250.5,67.2702,324.172,123.3,136.935,194.792
chr6:135449819-135449820,93.7391,9.25155,8.38199,8.12112,23.5435,3.96584,17.4938,6.559010000000001,2.92236
chr6:135449821-135449822,94.941,9.30745,8.43168,8.12422,23.5652,3.97516,17.5839,6.52795,2.93168
chr6:135449825-135449826,97.3447,9.41925,8.53106,8.13043,23.6087,3.99379,17.764,6.46584,2.95031
chr6:135449826-135449827,97.9457,9.4472,8.5559,8.13199,23.6196,3.99845,17.809,6.45031,2.95497
chr6:135449827-135449828,98.5466,9.47516,8.58075,8.13354,23.6304,4.0031099999999995,17.854,6.43478,2.9596299999999998
chr6:135449836-135449837,102.977,9.68944,8.70186,8.1382,23.7189,4.03571,18.222,6.3323,3.0295
chr6:135449895-135449896,120.391,10.7919,8.593169999999999,8.010869999999999,24.4301,4.33385,20.0543,5.875780000000001,3.6537300000000004
chr6:135449896-135449897,120.402,10.8028,8.574530000000001,8.004660000000001,24.4457,4.34006,20.0683,5.872669999999999,3.6646
chr6:135453636-135453637,25.8012,9.072980000000001,2.2764,7.58851,19.9596,4.65683,6.618010000000001,11.3075,5.31988
chr6:135453747-135453748,31.927,8.65062,4.98758,8.31211,18.7593,5.45031,7.394410000000001,10.073,5.1708099999999995
chr6:135465982-135465983,422.67900000000003,34.0807,5.44099,14.9922,29.2143,22.0047,26.8447,16.7376,8.77484
chr6:135465984-135465985,426.244,34.7298,5.46894,15.0016,29.3106,22.1599,26.9161,16.7873,8.80901
chr6:135466030-135466031,499.345,51.2127,6.06056,15.1304,31.6786,25.7826,28.6786,17.8618,9.64596
chr6:135466038-135466039,497.394,54.3929,6.06056,15.0435,31.9643,26.1056,28.9767,17.9736,9.73292
chr6:135466039-135466040,497.151,54.7904,6.06056,15.0326,32.0,26.146,29.014,17.9876,9.743789999999999
chr6:135466259-135466260,201.332,171.505,2.50932,14.1382,37.4348,23.3385,32.2329,13.5016,9.14441
chr6:135466260-135466261,200.852,171.87099999999998,2.49534,14.1382,37.4596,23.3106,32.1957,13.4814,9.13509
chr6:135466269-135466270,196.53400000000002,175.169,2.36957,14.1382,37.6832,23.059,31.8602,13.2997,9.05124
chr6:135466271-135466272,194.894,175.62,2.34783,14.1227,37.7143,22.9658,31.736,13.2935,9.02329
chr6:135466273-135466274,193.255,176.07,2.32609,14.1071,37.7453,22.8727,31.6118,13.2873,8.995339999999999
chr6:135466276-135466277,190.795,176.745,2.2934799999999997,14.0839,37.7919,22.7329,31.4255,13.277999999999999,8.95342
chr6:135466278-135466279,189.155,177.196,2.2717400000000003,14.0683,37.823,22.6398,31.3012,13.2717,8.925469999999999
chr6:135466279-135466280,188.335,177.421,2.26087,14.0606,37.8385,22.5932,31.2391,13.2686,8.911489999999999
chr6:135466283-135466284,186.351,177.734,2.23602,14.0202,37.868,22.4301,30.9953,13.3028,8.86491
chr6:135466284-135466285,185.963,177.764,2.23137,14.0093,37.8727,22.3913,30.9348,13.3152,8.85404
chr6:135466288-135466289,184.41,177.882,2.21273,13.9658,37.8913,22.236,30.6925,13.3649,8.81056
chr6:135466292-135466293,182.857,178.0,2.1941,13.9224,37.9099,22.0807,30.4503,13.4146,8.76708
chr6:135466298-135466299,180.528,178.17700000000002,2.16615,13.8571,37.9379,21.8478,30.087,13.4891,8.70186
chr6:135466353-135466354,146.056,169.894,2.0528,13.2236,37.0093,19.0248,26.3556,14.8261,8.22671
chr6:135466354-135466355,145.255,169.584,2.05435,13.2112,36.9736,18.9643,26.2873,14.8602,8.21894
chr6:135469217-135469218,85.1366,12.323,4.60404,12.1025,22.868000000000002,16.7547,14.4006,11.087,6.560560000000001
chr6:135469223-135469224,83.8727,12.2205,4.51087,11.9193,22.837,16.5963,14.2981,11.2422,6.51398
chr6:135469227-135469228,82.8354,12.1398,4.43634,11.7888,22.8121,16.4783,14.2174,11.3354,6.47671
chr6:135469228-135469229,82.5761,12.1196,4.4177,11.7562,22.8059,16.4488,14.1972,11.3587,6.46739
chr6:135469232-135469233,81.5202,12.0357,4.35559,11.6475,22.7904,16.3401,14.1102,11.4239,6.44255
chr6:135469233-135469234,81.2516,12.014000000000001,4.34317,11.6258,22.7888,16.3152,14.087,11.4332,6.43944
chr6:135469239-135469240,79.6398,11.8835,4.26863,11.4953,22.7795,16.1661,13.9472,11.4891,6.4208099999999995
chr6:135469265-135469266,72.6553,11.3183,3.94565,10.9301,22.7391,15.5202,13.3416,11.7314,6.34006
chr6:135482711-135482712,33.4224,2.5295,3.95963,8.19565,23.2158,6.76087,13.0823,9.07143,5.71429
chr6:135482712-135482713,33.5528,2.51708,3.95497,8.17857,23.1832,6.74534,13.1056,9.09938,5.72205
chr6:135482713-135482714,33.6832,2.50466,3.95031,8.161489999999999,23.1506,6.7298100000000005,13.1289,9.12733,5.72981
chr6:135482721-135482722,34.7578,2.39907,3.91304,8.04969,22.9115,6.6118,13.3494,9.36646,5.81366
chr6:135482725-135482726,35.3416,2.33696,3.8944099999999997,8.03106,22.8245,6.5621100000000006,13.5109,9.509319999999999,5.8882
chr6:135482726-135482727,35.4876,2.32143,3.88975,8.0264,22.8028,6.54969,13.5512,9.54503,5.90683
chr6:135482727-135482728,35.6335,2.3059,3.88509,8.02174,22.7811,6.5372699999999995,13.5916,9.58075,5.92547
chr6:135482728-135482729,35.7795,2.2903700000000002,3.8804300000000005,8.01708,22.7593,6.52484,13.632,9.61646,5.9441
chr6:135482730-135482731,36.0714,2.25932,3.87112,8.007760000000001,22.7158,6.5,13.7127,9.68789,5.98137
chr6:135482732-135482733,36.2826,2.23758,3.8587,8.010869999999999,22.6817,6.49379,13.7811,9.740680000000001,6.00932
chr6:135482769-135482770,40.1894,1.8354,3.62888,8.06832,22.0497,6.3788800000000005,15.045,10.7174,6.5264
chr6:135482781-135482782,41.6506,1.74689,3.55435,8.28261,22.0078,6.40062,15.5807,11.0621,6.714289999999999
chr6:135483969-135483970,65.4317,54.5512,0.0512422,11.2345,22.2516,3.4316800000000005,8.43944,5.31832,6.715839999999999
chr6:135483987-135483988,72.2174,55.4441,0.0,11.3432,21.9193,3.47205,8.54503,5.288819999999999,6.67236
chr6:135484070-135484071,77.5901,52.086999999999996,0.0,10.2453,18.4488,3.1055900000000003,9.18944,5.32143,6.09938
chr6:135484073-135484074,76.5885,51.6351,0.0,10.1568,18.2531,3.08696,9.21273,5.3028,6.06211
chr6:135484082-135484083,73.3975,50.2764,0.0,9.8913,17.6879,3.0310599999999996,9.2764,5.24379,5.95031
chr6:135494748-135494749,189.99200000000002,9.77019,5.793480000000001,31.9829,25.3773,37.5466,18.5963,13.2081,8.97205
chr6:135494751-135494752,197.488,9.8587,5.956519999999999,31.9829,25.4938,37.6351,18.6615,13.25,9.088510000000001
chr6:135494752-135494753,199.986,9.8882,6.01087,31.9829,25.5326,37.6646,18.6832,13.264000000000001,9.12733
chr6:135494754-135494755,204.983,9.9472,6.1195699999999995,31.9829,25.6102,37.7236,18.7267,13.2919,9.20497
chr6:135494760-135494761,219.97400000000002,10.1242,6.44565,31.9829,25.8432,37.9006,18.8571,13.3758,9.43789
chr6:135494765-135494766,232.46599999999998,10.2717,6.717389999999999,31.9829,26.0373,38.0481,18.9658,13.4457,9.63199
chr6:135494768-135494769,239.96099999999998,10.3602,6.8804300000000005,31.9829,26.1537,38.1366,19.0311,13.4876,9.74845
chr6:135494832-135494833,432.33099999999996,12.8307,10.0373,31.646,28.7034,40.2314,21.4922,13.1537,11.6708
chr6:135494836-135494837,440.87699999999995,12.9798,10.1304,31.6087,28.8401,40.2997,21.6724,13.0792,11.7205
chr6:135494860-135494861,492.157,13.8742,10.6894,31.3851,29.6599,40.7096,22.7531,12.632,12.0186
chr6:135494861-135494862,494.293,13.9115,10.7127,31.3758,29.6941,40.7267,22.7981,12.6134,12.0311
chr6:135495843-135495844,168.683,11.9705,5.71894,15.4752,22.7562,41.7578,24.5978,24.9084,22.8261
chr6:135495844-135495845,169.71599999999998,12.0248,5.70186,15.4658,22.7407,41.7748,24.604,24.9286,22.8292
chr6:135495876-135495877,201.477,13.7205,5.13354,15.059000000000001,22.2655,41.9084,24.8463,25.455,22.7112
chr6:135495878-135495879,203.175,13.8168,5.09317,15.0093,22.2407,41.8245,24.8711,25.4612,22.6553
chr6:135495880-135495881,204.87400000000002,13.913,5.0528,14.9596,22.2158,41.7407,24.896,25.4674,22.5994
chr6:135495887-135495888,207.396,14.0978,4.93323,14.7314,22.1724,41.1537,24.9394,25.3587,22.2733
chr6:135501740-135501741,1068.16,17.4472,4.82298,7.9798100000000005,93.5854,13.8665,69.104,15.4084,14.5342
chr6:135501782-135501783,1016.11,19.4022,5.86025,8.6941,89.1413,14.8975,70.6832,16.5543,16.2205
chr6:135501788-135501789,991.002,19.4953,5.90683,8.78727,88.3214,14.9255,70.4689,16.722,16.3975
chr6:135501789-135501790,986.817,19.5109,5.9146,8.8028,88.1848,14.9301,70.4332,16.75,16.427
chr6:135501802-135501803,932.415,19.7127,6.01553,9.004660000000001,86.4084,14.9907,69.9689,17.1134,16.8106
chr6:135502040-135502041,340.916,23.0031,1.9534200000000002,15.0823,83.691,14.6304,60.1615,22.75,18.2484
